Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
24.6,91.7,Medium,Medium,Yes,7.9,89.8,Medium,Yes,2,70.4
29.3,76.6,Medium,Medium,Yes,7.3,92.4,High,Yes,1,76.2
13.8,63.7,Medium,High,No,8.7,53.6,Medium,Yes,2,56.8
20.3,79.4,Medium,High,No,8.8,63.9,Low,Yes,3,50.5
17.3,63.6,Medium,Medium,No,7.1,75.4,Low,Yes,4,61.6
11.1,65.2,High,High,Yes,9.8,65.8,Medium,Yes,3,53.4
22.6,69.6,Low,High,No,9.3,89.2,Low,Yes,0,60.1
35.6,94.4,High,Medium,No,4.6,55.7,Low,No,1,61.2
9.5,97.0,High,High,Yes,5.9,89.9,Medium,Yes,1,63.1
20.3,93.1,Medium,Medium,No,4.3,80.9,Medium,Yes,0,69.5
24.3,73.4,Medium,Medium,Yes,6.8,64.5,High,Yes,1,59.5
21.2,70.9,Medium,Medium,No,5.6,67.2,High,Yes,1,61.1
19.8,82.0,High,Medium,No,6.1,59.1,Medium,Yes,4,55.8
12.7,88.9,Low,Low,No,8.6,62.6,Medium,Yes,3,54.1
21.9,99.7,Medium,High,Yes,4.9,85.9,Medium,Yes,0,67.9
16.0,65.3,Medium,High,No,7.4,68.8,Low,Yes,2,46.5
7.4,62.0,High,High,Yes,7.4,84.4,Medium,No,1,59.3
27.7,87.8,High,Medium,No,7.1,75.7,Low,Yes,0,62.9
26.3,93.3,Medium,High,No,7.4,57.3,Low,Yes,2,62.4
20.8,93.9,Low,Low,Yes,4.3,75.0,Low,Yes,3,57.8
21.9,87.1,Medium,Medium,Yes,6.1,87.8,High,Yes,4,79.4
26.9,98.2,Low,Medium,No,9.2,64.9,High,Yes,2,69.6
21.8,80.4,High,Low,Yes,5.6,82.4,Medium,Yes,2,63.7
25.9,96.6,High,Medium,No,9.4,60.0,Low,Yes,0,60.0
18.7,98.7,High,Medium,Yes,5.4,56.8,Low,Yes,1,50.9
28.4,93.9,Medium,High,No,5.2,68.0,Medium,Yes,0,70.2
22.4,72.4,Medium,High,Yes,6.0,69.5,Medium,Yes,2,58.1
21.7,67.8,Low,High,Yes,8.7,88.1,Medium,Yes,1,65.5
12.9,81.9,Medium,Medium,No,6.5,73.0,Low,Yes,1,48.1
22.2,78.1,Low,High,No,7.6,54.1,Medium,No,1,49.5
15.5,95.1,High,High,Yes,7.3,81.7,High,Yes,4,70.1
16.7,64.0,Low,Medium,No,7.1,73.5,Low,Yes,0,48.6
15.6,70.3,Medium,High,Yes,8.9,66.6,Medium,Yes,2,57.3
14.1,90.1,Medium,Medium,No,8.2,90.1,Low,Yes,1,58.4
33.2,63.8,Medium,Medium,Yes,5.7,57.7,Low,Yes,2,58.1
28.5,72.8,Low,Medium,Yes,6.8,95.7,High,Yes,2,74.7
32.0,75.5,Medium,Medium,Yes,9.5,66.7,Medium,Yes,2,62.0
13.2,84.9,Medium,High,Yes,7.6,73.0,Medium,Yes,0,58.6
20.9,66.3,Medium,Medium,No,5.2,96.5,Medium,Yes,2,65.2
12.7,94.4,Low,Medium,No,5.3,88.1,High,Yes,1,73.5
16.3,77.9,High,High,Yes,8.4,53.7,Low,Yes,1,49.1
15.0,96.7,High,High,Yes,8.1,78.9,Low,Yes,1,54.9
27.9,78.7,Low,Medium,No,6.0,65.5,High,Yes,2,64.2
18.1,71.0,High,Low,Yes,8.2,75.4,High,Yes,1,55.1
26.9,65.7,Medium,Medium,Yes,9.3,87.1,Medium,Yes,0,57.6
24.1,60.1,High,Medium,Yes,9.1,74.8,Medium,Yes,1,62.1
34.3,81.3,Low,Low,Yes,9.3,53.6,Medium,Yes,1,62.1
11.6,64.3,Low,Medium,Yes,7.9,76.5,High,Yes,1,52.0
28.1,75.7,Medium,High,No,7.0,51.2,Medium,Yes,0,57.3
27.4,83.6,Medium,High,Yes,6.7,67.4,Low,Yes,5,70.1
14.7,71.0,High,Medium,No,7.2,73.9,Medium,Yes,0,52.5
26.5,67.0,High,Medium,Yes,6.1,82.2,Low,No,1,64.5
22.5,91.0,High,Medium,Yes,6.7,75.3,Low,Yes,3,64.5
19.1,97.9,Low,Medium,Yes,8.9,57.6,Low,No,2,58.7
15.6,64.0,Low,Medium,No,5.1,96.6,Low,Yes,3,57.6
16.2,66.2,Medium,Low,Yes,5.2,82.5,Low,Yes,1,53.1
32.8,98.4,Medium,Medium,Yes,8.3,65.8,Low,Yes,1,65.0
20.5,61.5,Medium,Medium,No,6.7,98.3,Low,Yes,2,59.3
25.2,99.1,Medium,Medium,Yes,4.7,94.1,Low,Yes,1,66.8
15.8,60.2,Low,Medium,No,7.1,57.2,Low,Yes,1,36.6
15.8,94.9,Medium,Medium,No,6.9,82.8,Low,Yes,1,60.3
27.0,72.3,Medium,Low,Yes,6.6,78.0,Medium,No,1,59.6
12.4,97.5,Medium,Medium,Yes,8.1,59.6,Medium,Yes,2,48.6
18.0,72.7,High,Medium,Yes,5.5,61.7,Medium,Yes,2,57.9
20.7,86.2,Low,Low,No,7.2,78.2,Low,Yes,1,59.0
21.2,63.2,High,Low,Yes,6.9,66.1,High,Yes,0,49.9
19.4,69.7,Medium,Medium,No,7.2,91.7,Medium,Yes,1,64.6
22.9,90.9,High,High,No,4.9,54.9,Medium,Yes,1,56.4
24.7,81.1,Medium,Medium,Yes,6.5,95.7,Medium,Yes,2,66.1
24.9,97.1,Medium,Medium,No,7.2,92.0,Low,Yes,2,72.3
14.6,77.2,Medium,High,Yes,7.9,86.9,Medium,Yes,2,70.5
18.8,94.8,High,High,Yes,9.6,63.1,Medium,Yes,2,66.1
27.7,78.0,Medium,Medium,No,8.2,85.7,Medium,Yes,3,71.4
25.9,99.2,Medium,High,Yes,7.8,71.9,Medium,Yes,3,68.9
12.3,98.4,High,Medium,Yes,8.9,81.7,Medium,Yes,3,66.5
22.6,73.2,Medium,High,No,6.8,65.6,Medium,Yes,1,59.0
8.6,95.4,Medium,Medium,No,9.2,91.8,Low,Yes,2,60.4
20.8,93.9,Medium,High,Yes,8.7,52.0,Medium,Yes,1,63.0
31.9,68.4,Medium,High,No,6.6,84.6,Low,Yes,0,64.1
14.8,85.0,Medium,Medium,Yes,9.7,91.4,Low,Yes,1,64.8
15.5,62.9,Medium,High,No,7.8,82.3,Medium,Yes,2,60.4
25.1,93.5,High,Medium,No,10.0,59.6,Low,Yes,2,58.2
11.2,67.0,High,Low,Yes,7.6,64.2,High,Yes,2,43.2
16.7,62.8,Low,Medium,Yes,6.5,75.7,Medium,Yes,0,57.3
24.1,76.0,Medium,High,No,6.2,66.5,Medium,Yes,2,64.6
16.7,83.1,High,Medium,No,6.7,50.2,Low,No,3,49.0
19.1,94.2,High,Medium,Yes,6.5,52.0,Low,Yes,1,53.7
25.0,99.0,High,Medium,Yes,8.9,88.4,Medium,Yes,1,73.3
23.0,77.6,Medium,Low,Yes,7.2,54.2,Medium,Yes,4,49.8
22.1,62.4,High,Medium,Yes,5.1,96.4,Low,Yes,1,58.9
18.5,90.0,High,High,No,7.5,72.1,High,Yes,2,65.7
22.7,82.6,Medium,High,Yes,7.4,87.9,Medium,Yes,1,62.0
19.8,77.9,Medium,Low,No,6.6,56.3,Medium,Yes,2,55.5
23.2,72.4,Medium,Medium,No,7.5,96.3,High,Yes,1,70.6
17.5,80.1,Medium,Low,No,7.1,51.7,Low,Yes,2,45.7
19.4,73.5,High,Medium,Yes,8.0,52.1,Medium,Yes,1,44.8
14.6,90.3,High,Medium,No,7.9,52.7,High,Yes,2,56.5
20.3,81.8,High,Medium,No,7.7,55.2,Low,Yes,1,48.5
15.6,95.1,High,Medium,Yes,5.5,74.3,High,Yes,2,62.8
13.8,81.7,Medium,Medium,Yes,10.0,89.4,Medium,Yes,0,66.0
22.1,69.5,Medium,High,No,5.2,64.2,High,Yes,1,64.6
21.8,94.0,High,High,Yes,7.0,87.3,Medium,Yes,2,74.8
25.2,82.3,Medium,Medium,No,5.8,88.7,High,Yes,2,73.9
17.9,68.3,Medium,Medium,Yes,7.7,95.4,Medium,Yes,1,62.0
22.9,84.9,Medium,Medium,Yes,7.4,57.5,Medium,Yes,2,55.6
23.8,74.3,Low,High,Yes,7.0,56.8,High,Yes,0,55.5
23.2,93.8,Medium,Medium,Yes,9.2,56.1,Medium,Yes,3,61.2
15.5,78.1,Medium,High,Yes,8.6,68.0,Low,Yes,1,52.5
21.4,89.1,Medium,Low,Yes,6.8,74.5,Low,Yes,2,58.4
22.7,63.8,High,Medium,Yes,8.2,73.1,Medium,Yes,3,66.3
20.5,75.8,High,Medium,Yes,9.2,62.9,Medium,Yes,2,60.2
8.0,99.3,High,Medium,Yes,8.6,81.1,High,No,1,58.5
21.5,92.3,Medium,Medium,No,7.0,66.9,Medium,Yes,3,63.8
33.8,66.4,High,Medium,Yes,5.1,68.3,Medium,Yes,1,59.3
18.3,71.1,High,High,No,7.6,55.3,Medium,Yes,3,56.2
16.1,73.2,Medium,Low,No,8.1,79.6,Low,Yes,0,58.9
22.7,86.0,High,Medium,Yes,6.2,82.8,Medium,Yes,0,62.5
22.4,90.3,Low,Low,Yes,7.2,87.9,Low,Yes,0,64.8
27.7,90.0,High,Low,No,7.1,95.2,Low,Yes,1,75.7
13.0,80.4,Medium,Medium,No,9.0,88.3,Medium,Yes,4,64.7
24.9,92.4,Medium,Medium,Yes,9.6,61.8,Low,Yes,3,61.6
24.0,77.5,Low,Medium,No,8.7,61.8,Low,Yes,3,63.0
19.6,65.0,Medium,Medium,Yes,7.1,95.8,Medium,Yes,1,60.8
22.5,82.6,Medium,Medium,Yes,8.7,89.5,Medium,Yes,2,64.7
26.7,98.1,High,Medium,Yes,8.0,89.1,Medium,Yes,1,67.8
25.7,91.7,High,High,Yes,7.1,86.0,High,Yes,3,80.7
13.6,83.1,High,Medium,No,9.9,63.4,Medium,Yes,3,50.6
25.4,85.9,Medium,High,No,6.2,92.4,Medium,Yes,0,73.6
20.1,97.2,High,Medium,No,8.0,57.1,Medium,Yes,1,61.3
20.9,77.1,Medium,Medium,Yes,8.3,67.5,Medium,Yes,2,55.3
20.9,73.3,High,Medium,Yes,6.8,67.3,Low,Yes,1,49.6
19.6,99.1,Medium,Medium,Yes,7.9,78.0,Medium,Yes,0,65.5
27.7,94.5,Medium,Medium,Yes,8.4,73.2,Low,Yes,1,63.5
20.0,72.9,High,Medium,Yes,7.5,73.0,Low,Yes,1,44.8
13.8,78.6,High,Low,Yes,7.8,77.7,Medium,Yes,1,60.7
18.1,76.6,Medium,Medium,Yes,7.3,70.8,Medium,Yes,2,59.7
21.6,66.0,High,High,No,8.2,62.5,Medium,Yes,0,51.6
27.9,98.3,Low,High,No,6.9,83.2,Medium,Yes,0,70.0
24.1,76.2,High,Medium,Yes,6.8,89.5,Medium,Yes,0,68.3
15.4,95.0,Medium,Medium,No,7.2,73.9,Medium,Yes,1,59.1
35.4,67.6,Low,Low,Yes,8.7,82.5,Low,Yes,2,66.0
22.1,81.9,Low,Medium,Yes,4.9,76.8,Medium,Yes,0,61.0
28.2,61.0,Low,High,No,6.0,52.9,Low,Yes,0,46.0
19.6,90.6,High,Medium,No,10.0,71.2,Medium,Yes,1,58.4
23.7,83.2,Low,Medium,Yes,7.6,50.5,Medium,Yes,0,50.3
25.5,85.0,Medium,Medium,Yes,6.7,83.1,Low,Yes,3,64.0
27.8,62.1,Medium,High,No,8.2,75.4,Medium,Yes,3,66.9
26.8,68.4,Medium,Medium,Yes,6.2,56.3,High,Yes,1,58.7
25.7,63.0,Medium,Medium,Yes,4.5,77.1,Medium,Yes,1,67.1
18.6,71.6,Medium,Medium,No,7.7,94.9,Medium,Yes,3,64.9
17.1,85.1,Medium,Medium,Yes,6.2,67.0,Medium,Yes,2,60.6
22.5,82.6,Medium,Medium,Yes,7.3,99.1,High,Yes,2,81.4
26.1,84.5,Medium,High,Yes,7.6,98.0,Low,Yes,0,74.6
19.2,82.0,High,Medium,No,7.4,89.3,Medium,Yes,0,61.6
26.9,70.9,Medium,High,No,5.0,90.7,Medium,Yes,1,68.9
29.2,69.8,Medium,Low,Yes,7.2,70.5,High,Yes,1,68.3
15.0,65.5,High,Medium,Yes,7.8,70.1,Medium,Yes,1,50.9
15.5,94.0,Medium,High,Yes,5.4,97.7,Low,Yes,2,69.1
19.7,84.7,High,Medium,Yes,5.2,68.3,High,No,0,57.1
22.3,67.5,Medium,High,Yes,5.8,54.8,Low,Yes,4,56.9
17.4,67.1,Medium,High,Yes,8.2,57.6,Low,Yes,1,37.6
28.6,94.9,Low,Low,Yes,4.6,85.5,Medium,Yes,1,66.6
23.0,89.7,Medium,High,No,8.3,69.1,Medium,Yes,3,62.0
20.7,86.4,Medium,High,Yes,7.7,60.0,High,No,1,66.6
11.9,76.3,High,Medium,Yes,6.9,90.7,Medium,Yes,1,61.1
12.6,70.5,High,Low,Yes,5.3,74.4,Medium,Yes,1,50.1
22.2,99.2,Medium,Low,No,6.2,78.4,Low,Yes,1,60.2
7.7,91.9,High,Medium,Yes,8.2,57.7,Medium,Yes,1,42.1
26.6,72.1,Medium,Low,Yes,8.8,59.6,Medium,Yes,2,60.6
19.6,93.9,High,Medium,No,5.9,56.3,Low,Yes,1,50.2
40.0,90.4,High,Low,No,8.7,75.7,High,Yes,3,80.2
34.3,71.9,Low,Medium,No,8.1,88.8,Low,Yes,2,67.9
19.4,77.1,High,Medium,Yes,7.2,86.6,Medium,Yes,1,63.0
19.9,67.4,Medium,Medium,Yes,6.2,63.1,High,Yes,0,50.0
26.5,64.4,Low,Medium,No,6.4,92.6,Low,Yes,2,64.8
30.7,88.9,Medium,High,Yes,9.6,55.3,Low,Yes,1,63.0
10.7,70.7,High,Low,Yes,7.4,55.7,Medium,Yes,1,42.8
9.8,92.8,High,Low,No,8.9,92.5,Medium,Yes,1,62.4
16.8,99.8,High,Low,No,7.5,62.2,Medium,Yes,1,54.7
24.0,63.1,High,Medium,No,6.6,85.4,Medium,Yes,5,75.2
23.5,78.9,High,Low,No,8.0,50.5,High,Yes,1,49.3
26.9,92.1,Low,High,No,10.0,54.7,High,Yes,1,62.4
13.3,91.6,Medium,Medium,No,6.4,80.5,High,Yes,1,63.8
6.6,90.4,Low,High,Yes,8.4,59.1,Low,Yes,2,43.7
25.6,74.0,Low,Medium,No,7.4,51.4,Low,Yes,2,51.2
15.5,78.2,Medium,Medium,Yes,5.3,73.3,Low,Yes,1,52.9
8.4,83.8,Medium,High,Yes,5.3,66.5,Medium,Yes,1,52.4
21.4,99.0,High,High,Yes,6.6,90.1,Low,Yes,0,68.2
25.3,73.1,High,Medium,Yes,7.7,90.9,High,Yes,2,69.5
19.8,96.9,Medium,High,Yes,8.3,80.7,Medium,Yes,3,63.5
17.8,70.8,High,Medium,Yes,5.2,64.7,Medium,Yes,1,53.0
19.5,99.6,Medium,High,Yes,8.0,73.1,Medium,Yes,7,69.8
18.3,86.8,High,Medium,Yes,7.0,85.1,Medium,Yes,3,66.5
12.4,78.5,Medium,High,Yes,7.2,53.5,Low,Yes,2,43.5
16.2,84.5,Medium,Medium,Yes,8.0,66.6,Low,Yes,1,45.8
23.6,70.9,High,Medium,Yes,9.5,91.1,Medium,Yes,4,72.2
22.4,71.0,Medium,Medium,No,7.6,70.3,Medium,Yes,0,58.6
21.5,64.5,Medium,Medium,Yes,5.4,81.2,Low,Yes,2,62.7
14.5,64.6,Medium,Medium,Yes,7.0,54.8,High,Yes,2,47.8
19.4,73.9,Medium,Medium,Yes,8.3,88.9,High,Yes,2,68.1
7.4,90.5,High,Medium,No,8.4,55.0,Low,Yes,0,42.9
21.6,84.3,Low,High,No,8.1,93.1,Medium,No,3,77.6
29.1,64.1,High,Medium,Yes,6.5,55.3,Medium,Yes,1,46.9
11.7,94.1,Low,High,No,5.4,94.5,Low,Yes,5,64.3
17.0,84.1,Medium,Medium,No,8.0,68.2,High,Yes,3,67.4
22.5,98.4,Low,Low,No,5.6,81.2,High,Yes,1,61.4
28.0,86.8,High,Low,Yes,8.1,92.3,Medium,Yes,3,77.2
17.8,67.0,Low,Medium,No,8.1,50.5,High,Yes,1,54.1
16.3,79.0,Medium,Medium,Yes,6.6,63.3,Medium,Yes,1,55.6
8.7,85.9,Medium,Medium,No,7.1,95.4,Medium,Yes,0,56.5
21.1,61.1,Low,Medium,No,7.5,69.4,Medium,Yes,0,49.1
32.8,60.6,High,Medium,No,6.4,85.3,Low,Yes,2,65.7
22.2,65.2,Medium,Medium,Yes,5.4,57.0,Low,Yes,1,54.7
20.4,70.1,Medium,High,No,7.1,83.9,Medium,Yes,1,70.3
22.4,77.2,Medium,High,Yes,7.3,53.7,Medium,Yes,0,53.6
20.4,79.5,Medium,High,Yes,9.0,85.9,Medium,Yes,1,59.6
15.6,65.5,Medium,High,Yes,6.2,66.2,Medium,Yes,1,53.1
25.4,86.9,Low,Medium,No,8.6,73.3,Low,Yes,1,59.6
21.9,83.8,Medium,Medium,Yes,5.7,58.3,Medium,Yes,1,54.8
20.6,71.8,Medium,High,Yes,5.5,81.4,Medium,Yes,2,57.7
14.6,60.5,Medium,Medium,Yes,6.8,66.9,Low,Yes,1,47.1
28.3,63.1,High,High,No,6.0,69.2,High,Yes,1,57.8
24.5,75.7,High,Medium,No,5.4,82.6,Medium,Yes,0,52.8
17.2,66.2,Medium,Medium,No,9.7,58.9,Low,Yes,3,49.5
26.5,75.1,Medium,Low,Yes,6.6,92.6,Medium,Yes,0,73.6
17.5,85.1,Medium,High,No,10.0,87.0,Medium,Yes,2,64.0
15.8,81.9,High,High,No,5.9,78.9,Medium,Yes,3,62.0
15.9,69.2,Medium,High,No,5.0,56.4,High,Yes,1,56.0
9.9,73.8,High,Medium,No,8.9,84.4,Medium,Yes,3,63.6
23.3,84.6,High,Low,No,6.3,50.9,High,Yes,1,54.2
9.5,94.4,Medium,Low,No,7.4,90.2,High,Yes,1,60.3
13.1,90.1,Medium,High,Yes,5.4,65.2,Low,Yes,1,57.8
8.0,82.1,High,Medium,Yes,7.2,55.9,Low,Yes,3,40.2
20.0,74.5,Medium,Medium,No,5.4,58.2,Medium,Yes,1,49.6
19.6,74.6,High,Medium,Yes,7.1,98.2,Medium,Yes,2,71.3
18.5,95.2,High,Medium,No,6.6,88.7,High,Yes,0,62.3
14.2,61.6,High,Medium,Yes,7.5,61.9,Medium,Yes,2,50.2
13.5,99.5,Medium,Medium,Yes,8.0,98.2,Medium,Yes,1,73.3
23.3,86.6,Low,Medium,Yes,7.5,57.0,Medium,Yes,1,62.3
17.2,87.2,Low,High,No,7.8,86.7,Medium,Yes,0,62.9
22.4,61.5,High,Low,No,7.1,82.8,Medium,Yes,2,58.1
15.2,84.2,High,Medium,Yes,6.6,91.1,Low,Yes,0,62.3
21.6,79.4,Medium,Medium,Yes,7.8,69.1,Medium,Yes,1,55.5
28.3,64.2,Low,High,Yes,7.1,70.1,Medium,No,0,58.6
24.0,71.1,High,Medium,Yes,7.1,81.2,Medium,Yes,0,62.4
18.0,95.6,High,Medium,Yes,7.7,69.9,Low,Yes,0,56.4
22.0,82.0,Medium,Medium,No,5.9,52.1,Low,Yes,4,45.8
19.1,76.5,Medium,Medium,No,9.1,86.5,Medium,Yes,0,56.7
20.5,62.9,High,High,Yes,6.9,82.0,High,Yes,1,56.8
18.5,88.6,High,High,Yes,7.4,71.2,High,Yes,1,57.1
19.5,88.1,High,Medium,No,7.1,65.1,Medium,Yes,0,50.9
21.8,84.6,Low,Medium,No,8.0,66.0,High,Yes,1,60.0
14.5,80.4,Medium,Low,No,7.6,87.1,Low,Yes,1,55.6
14.4,77.4,Medium,Medium,Yes,7.1,86.5,High,Yes,2,56.1
12.2,83.7,High,High,Yes,9.1,90.9,Medium,Yes,3,63.2
10.9,69.3,High,Medium,Yes,4.0,88.1,Medium,Yes,1,51.1
13.2,97.7,High,Medium,No,8.8,87.9,Low,Yes,1,60.3
21.5,83.6,Medium,High,No,8.4,62.6,High,Yes,1,58.5
15.1,72.4,High,Medium,Yes,4.8,55.1,Medium,Yes,2,53.6
23.6,78.0,Medium,Medium,No,8.4,88.1,Low,Yes,1,62.9
20.7,92.2,Medium,Low,Yes,8.6,54.9,Medium,No,1,49.9
8.7,66.5,Medium,Medium,No,7.9,99.1,Low,Yes,6,63.1
24.4,71.7,High,High,Yes,5.2,93.8,Medium,No,2,68.9
25.4,87.2,High,Medium,Yes,8.1,76.7,Medium,Yes,3,73.2
14.5,72.6,Medium,Medium,Yes,8.5,67.6,Medium,Yes,1,50.4
23.0,91.7,Low,Medium,Yes,6.5,76.3,High,Yes,2,70.5
15.4,65.2,High,Medium,No,7.8,86.7,High,Yes,2,66.1
21.1,90.5,Medium,High,Yes,6.7,87.8,Low,Yes,1,63.7
12.9,62.7,High,Medium,No,8.4,53.7,Low,Yes,1,33.0
9.7,60.5,Medium,High,Yes,6.8,90.2,Medium,Yes,2,57.1
18.2,95.9,Low,High,Yes,6.4,82.1,Low,Yes,0,64.5
19.8,83.3,Medium,High,No,7.1,52.0,High,Yes,1,49.1
18.1,74.1,Low,High,No,5.5,65.7,Medium,Yes,3,59.5
13.4,69.3,Medium,Low,Yes,7.0,75.5,Medium,Yes,3,58.0
18.1,84.7,Low,High,No,7.7,59.4,Low,Yes,2,59.1
22.1,80.4,Medium,Low,No,8.3,57.8,Medium,Yes,1,54.7
20.2,99.7,Low,Low,Yes,7.5,50.7,High,No,1,56.0
21.6,99.3,High,Low,No,5.3,95.6,Medium,Yes,2,72.8
16.5,85.4,Medium,Medium,Yes,9.0,52.8,High,Yes,1,47.8
27.5,77.7,Medium,Medium,Yes,9.1,68.3,Low,Yes,3,57.1
13.4,79.6,High,Medium,No,7.3,60.3,Low,Yes,1,39.7
23.4,87.3,Medium,Low,Yes,6.2,87.1,High,Yes,3,72.1
27.6,64.1,Medium,Medium,Yes,6.5,85.4,Medium,Yes,3,69.8
23.4,73.1,Medium,Medium,Yes,6.9,90.3,Low,Yes,2,65.3
19.3,63.0,High,High,No,7.6,80.8,Medium,Yes,1,61.1
17.3,62.9,High,Medium,No,6.8,79.6,Medium,Yes,0,57.8
26.7,67.8,Medium,Medium,Yes,6.1,70.4,Medium,Yes,2,55.4
12.0,79.4,High,Medium,No,8.5,81.8,High,Yes,2,62.1
14.7,91.4,Medium,Medium,Yes,7.5,55.8,Low,Yes,2,50.4
18.1,79.4,Medium,Medium,No,5.8,84.2,Medium,Yes,0,58.5
27.9,73.4,High,Medium,No,7.6,55.2,Medium,Yes,1,46.5
22.8,63.3,Medium,Medium,No,7.4,93.1,Medium,Yes,0,59.5
14.7,82.0,High,Medium,Yes,6.3,75.3,Medium,Yes,2,56.3
18.6,70.9,Low,Medium,No,8.8,76.5,Medium,Yes,3,61.0
16.8,84.6,Medium,High,Yes,7.4,79.2,Low,Yes,0,57.8
16.2,99.1,High,Medium,No,6.9,88.8,Medium,Yes,0,72.8
26.4,64.5,Medium,High,Yes,7.1,73.9,Low,Yes,0,61.1
12.3,68.5,High,High,Yes,7.8,71.4,Low,Yes,0,48.5
30.2,78.9,High,Low,Yes,7.1,64.4,Medium,No,3,62.6
25.5,98.7,High,High,Yes,7.1,56.4,Low,Yes,4,67.7
27.0,90.9,Medium,High,Yes,8.6,59.5,Medium,Yes,2,68.4
17.7,95.9,Medium,Medium,No,5.4,50.0,Low,Yes,0,48.1
19.6,73.3,High,Medium,Yes,5.6,93.5,Medium,Yes,0,70.8
11.9,99.7,High,Medium,Yes,8.2,88.2,High,Yes,2,64.8
17.4,64.1,Medium,Medium,Yes,10.0,60.9,Low,Yes,1,46.0
23.5,62.1,High,Low,No,8.3,50.1,Medium,Yes,2,60.2
28.3,94.2,Medium,High,Yes,9.6,74.6,Medium,Yes,2,73.5
13.9,97.1,High,High,Yes,6.6,70.6,Low,Yes,1,55.9
18.3,63.6,Low,Low,Yes,6.4,88.8,Medium,Yes,0,57.6
19.6,64.5,Low,High,No,7.8,70.1,Low,Yes,0,52.4
12.1,61.3,Medium,High,Yes,8.4,93.2,Low,Yes,2,65.5
24.0,64.2,Medium,Low,Yes,5.5,54.8,High,Yes,1,54.9
16.2,68.4,High,Medium,No,6.9,68.3,Low,Yes,1,48.9
19.3,98.8,Low,Medium,Yes,7.2,96.7,Medium,Yes,1,64.8
17.8,86.7,High,High,Yes,6.3,50.6,Low,Yes,0,44.4
15.8,91.1,Medium,High,Yes,6.5,69.5,Low,Yes,1,56.2
20.5,91.0,Medium,Low,No,8.3,63.0,Medium,Yes,0,53.2
19.2,81.4,Medium,Medium,Yes,7.8,76.6,Medium,Yes,2,65.8
18.3,91.9,Medium,High,Yes,8.2,63.9,Medium,Yes,2,59.0
16.1,83.8,Low,High,Yes,7.6,93.5,Medium,Yes,1,70.7
22.4,72.6,Low,Low,No,6.1,96.9,Medium,Yes,1,60.3
30.4,82.4,High,Medium,Yes,7.8,92.5,Medium,Yes,3,74.1
21.3,81.3,Low,High,Yes,6.0,69.9,High,Yes,1,66.3
26.5,92.9,Medium,Medium,No,6.8,99.5,High,Yes,1,87.0
12.2,99.3,High,Medium,No,5.9,86.8,Medium,Yes,4,67.3
21.4,76.4,Low,High,No,6.4,67.8,High,Yes,2,66.6
13.9,90.5,Medium,Low,Yes,7.3,54.7,Medium,Yes,2,54.7
11.6,64.0,Low,High,Yes,6.6,83.4,Medium,Yes,1,60.4
16.1,91.1,Medium,Medium,Yes,6.1,86.4,Medium,Yes,1,66.9
27.7,74.9,Medium,Low,No,8.7,56.1,High,Yes,2,56.6
26.2,61.6,Low,Medium,No,7.0,77.5,Medium,Yes,1,66.6
22.0,74.5,High,Low,No,6.5,99.4,Medium,Yes,2,63.6
11.3,84.4,High,Low,Yes,5.8,66.3,Medium,Yes,0,43.1
19.3,64.8,Low,Medium,No,4.8,65.1,High,Yes,1,62.5
22.3,97.0,High,Medium,No,6.9,95.2,High,Yes,2,78.3
21.6,63.1,Medium,High,No,5.4,55.9,Low,Yes,1,43.5
9.4,97.2,Low,Medium,No,8.1,96.7,Medium,Yes,0,58.0
15.2,88.3,Low,Medium,No,7.2,89.0,Low,Yes,1,55.0
20.1,73.2,Medium,Medium,Yes,9.2,69.5,Low,Yes,1,61.1
23.7,75.6,Medium,Medium,Yes,7.5,54.2,High,Yes,2,56.7
7.3,89.6,Medium,Medium,Yes,6.3,51.0,Medium,Yes,1,42.1
19.5,84.1,High,Low,Yes,4.8,68.8,Medium,Yes,2,63.6
21.4,86.9,High,High,Yes,8.2,85.3,Medium,Yes,1,68.8
25.6,75.6,Medium,Medium,Yes,5.5,74.4,Medium,Yes,1,60.4
24.7,79.5,High,Low,No,6.7,86.9,Low,No,2,67.7
24.0,99.6,High,Medium,Yes,9.4,83.5,Low,Yes,2,70.1
15.7,68.6,Low,Medium,Yes,8.0,78.6,Medium,Yes,1,58.5
9.1,76.7,Medium,Medium,Yes,7.7,98.4,Low,Yes,2,59.1
18.1,71.7,Medium,High,Yes,8.4,86.4,Low,Yes,1,56.7
26.5,90.6,Medium,Medium,Yes,8.4,95.7,Medium,Yes,0,68.3
28.9,90.6,Medium,Medium,No,9.3,62.1,High,No,3,68.2
24.8,71.7,Medium,Medium,Yes,6.4,85.7,Low,Yes,0,60.5
23.1,63.3,Medium,High,Yes,6.7,79.9,High,Yes,1,66.9
22.8,60.5,Medium,Medium,Yes,6.0,96.2,Medium,Yes,0,62.6
17.2,77.1,Medium,Medium,No,7.2,75.5,Low,Yes,1,59.6
19.7,76.4,Low,Medium,No,7.0,64.0,Medium,Yes,1,48.9
30.5,99.5,Medium,High,Yes,4.9,69.2,Medium,Yes,1,71.1
14.8,78.8,Medium,Low,No,6.3,60.9,High,Yes,4,52.4
